sentiment,text,date,cleaned_text,tokens
negative,about to pour in orlando ,Thu Jun 18 11:59:03 PDT 2009,about to pour in orlando,"['pour', 'orlando']"
positive,"@carriecruz I know! I don't think they air it on any of the cable channels anymore, but you can download them from the net ",Sat May 30 05:17:50 PDT 2009,i know i dont think they air it on any of the cable channels anymore but you can download them from the net,"['know', 'dont', 'think', 'air', 'cable', 'channel', 'anymore', 'download', 'net']"
positive,@AprAnaya  you will !   check the website so you can have an idea as to what product u want to try . I will sent u the email tomorrow ,Sun Jun 07 17:53:02 PDT 2009,you will    check the website so you can have an idea as to what product u want to try  i will sent u the email tomorrow,"['check', 'website', 'idea', 'product', 'u', 'want', 'try', 'sent', 'u', 'email', 'tomorrow']"
negative,@annieomnious    can it be fixed?  can we make a new simple one mayb?,Mon Jun 15 14:05:40 PDT 2009,can it be fixed  can we make a new simple one mayb,"['fixed', 'make', 'new', 'simple', 'one', 'mayb']"
negative,blÃ¤Ã¤ i have a headache ,Mon Jun 15 15:55:35 PDT 2009,blãã i have a headache,"['blãã', 'headache']"
positive,Has just joined Twitter.. It better be good! ,Tue Jun 02 22:26:54 PDT 2009,has just joined twitter it better be good,"['joined', 'twitter', 'better', 'good']"
negative,Where in Singapore do they sell Dujour? ,Sun Jun 07 10:19:20 PDT 2009,where in singapore do they sell dujour,"['singapore', 'sell', 'dujour']"
negative,"#iranelection The &quot;yellow Press&quot; is alive and well in the 21st century, how quickly we forget the USS Maine ",Tue Jun 16 12:28:43 PDT 2009,the quotyellow pressquot is alive and well in the 21st century how quickly we forget the uss maine,"['quotyellow', 'pressquot', 'alive', 'well', '21st', 'century', 'quickly', 'forget', 'us', 'maine']"
negative,haven't been on all day  went to bed late last night!,Mon Jun 15 22:27:48 PDT 2009,havent been on all day  went to bed late last night,"['havent', 'day', 'went', 'bed', 'late', 'last', 'night']"
positive,"where's all the rain we were supposed to have today? not complaining tho, it's lovely &amp; bright. very happy making ",Sun Jun 07 09:39:23 PDT 2009,wheres all the rain we were supposed to have today not complaining tho its lovely amp bright very happy making,"['wheres', 'rain', 'supposed', 'today', 'complaining', 'tho', 'lovely', 'amp', 'bright', 'happy', 'making']"
positive,"@claire_stokoe thank you, it only took me two minutes, thankfully the style of envirowise.gov.uk was already there for the taking ",Thu May 14 03:27:13 PDT 2009,thank you it only took me two minutes thankfully the style of envirowisegovuk was already there for the taking,"['thank', 'took', 'two', 'minute', 'thankfully', 'style', 'envirowisegovuk', 'already', 'taking']"
negative,ps: i think twitter sucks if you dont have free unlimited texts. ,Sun May 17 23:15:06 PDT 2009,ps i think twitter sucks if you dont have free unlimited texts,"['p', 'think', 'twitter', 'suck', 'dont', 'free', 'unlimited', 'text']"
positive,"@xDorkyStacy Ha! THAT SOUNDS SO WRONG STACY! lmao  i love you. and when I take one, I'll think of you too. haha, and on youtube. ",Mon Jun 15 08:48:42 PDT 2009,ha that sounds so wrong stacy lmao  i love you and when i take one ill think of you too haha and on youtube,"['ha', 'sound', 'wrong', 'stacy', 'lmao', 'love', 'take', 'one', 'ill', 'think', 'haha', 'youtube']"
positive,@gwyn007 @waz7710    no no really its ok! u try em out and then u can see which works and doesnt  by that time its to late,Wed Jun 03 05:10:09 PDT 2009,no no really its ok u try em out and then u can see which works and doesnt  by that time its to late,"['really', 'ok', 'u', 'try', 'em', 'u', 'see', 'work', 'doesnt', 'time', 'late']"
negative,Who else misses Parade the day incredibly much.. ,Sun Jun 21 07:19:34 PDT 2009,who else misses parade the day incredibly much,"['else', 'miss', 'parade', 'day', 'incredibly', 'much']"
negative,I was caller number one. ,Wed Jun 03 07:31:07 PDT 2009,i was caller number one,"['caller', 'number', 'one']"
negative,@StewartWade ditto!! Goodnight &amp; rest well!! Go play the lottery! I bought a ticket when I was n FL last week but no luck! ,Mon Jun 01 22:23:18 PDT 2009,ditto goodnight amp rest well go play the lottery i bought a ticket when i was n fl last week but no luck,"['ditto', 'goodnight', 'amp', 'rest', 'well', 'go', 'play', 'lottery', 'bought', 'ticket', 'n', 'fl', 'last', 'week', 'luck']"
positive,"Mornin every1! Hope all is well I'm your worlds. I'm not sure why I'm at work at 7:45 this mornin, but I guess Its not all bad ",Mon Jun 01 23:50:48 PDT 2009,mornin every1 hope all is well im your worlds im not sure why im at work at 745 this mornin but i guess its not all bad,"['mornin', 'every1', 'hope', 'well', 'im', 'world', 'im', 'sure', 'im', 'work', '745', 'mornin', 'guess', 'bad']"
negative,should be going out but wants to stay put to participate in @RichardWiseman experiment - might have to do it by txt. (no photo part) ,Wed Jun 03 06:42:31 PDT 2009,should be going out but wants to stay put to participate in  experiment  might have to do it by txt no photo part,"['going', 'want', 'stay', 'put', 'participate', 'experiment', 'might', 'txt', 'photo', 'part']"
positive,"If you can take criticism and blame without resentment, YOU'RE PROBABLY THE FAMILY DOG  see... http://jijr.com/hitZ cheers, Lou-ann",Sun Apr 19 23:02:39 PDT 2009,if you can take criticism and blame without resentment youre probably the family dog  see  cheers louann,"['take', 'criticism', 'blame', 'without', 'resentment', 'youre', 'probably', 'family', 'dog', 'see', 'cheer', 'louann']"
negative,"@TeeMonster Sorry, I know I'm late responding (15hrs  timezone troubles) but I think you would need to load Audacity to your compy",Mon May 04 06:22:24 PDT 2009,sorry i know im late responding 15hrs  timezone troubles but i think you would need to load audacity to your compy,"['sorry', 'know', 'im', 'late', 'responding', '15hrs', 'timezone', 'trouble', 'think', 'would', 'need', 'load', 'audacity', 'compy']"
negative,History exam today and dreading it ,Mon Jun 01 23:59:30 PDT 2009,history exam today and dreading it,"['history', 'exam', 'today', 'dreading']"
negative,After seeing mr. benningfield tonight it really made me start to miss my vand family like hXc  i love you band geeks! &lt;3,Tue Jun 16 19:28:23 PDT 2009,after seeing mr benningfield tonight it really made me start to miss my vand family like hxc  i love you band geeks lt3,"['seeing', 'mr', 'benningfield', 'tonight', 'really', 'made', 'start', 'miss', 'vand', 'family', 'like', 'hxc', 'love', 'band', 'geek', 'lt3']"
positive,Just downloaded a new Twitter app for my phone. So much better already. ,Sun Jun 07 01:33:35 PDT 2009,just downloaded a new twitter app for my phone so much better already,"['downloaded', 'new', 'twitter', 'app', 'phone', 'much', 'better', 'already']"
negative,I seem to be making a habbit out of not falling asleep until very late ,Sun Jun 07 09:02:01 PDT 2009,i seem to be making a habbit out of not falling asleep until very late,"['seem', 'making', 'habbit', 'falling', 'asleep', 'late']"
negative,There was a steady stream at my polling station mostly old folks surely they wouldn't vote for the fascists ... Are people that stupid? ,Thu Jun 04 11:23:45 PDT 2009,there was a steady stream at my polling station mostly old folks surely they wouldnt vote for the fascists  are people that stupid,"['steady', 'stream', 'polling', 'station', 'mostly', 'old', 'folk', 'surely', 'wouldnt', 'vote', 'fascist', 'people', 'stupid']"
negative,Missionaries had passport problems. Still havn't arrived  ya'll pray!,Sat Jun 20 18:08:50 PDT 2009,missionaries had passport problems still havnt arrived  yall pray,"['missionary', 'passport', 'problem', 'still', 'havnt', 'arrived', 'yall', 'pray']"
positive,had a very good night ,Sat May 02 23:39:51 PDT 2009,had a very good night,"['good', 'night']"
positive,"Enjoying the morning just hanging out with Juliet in Victoria. She doesn't know it yet, but I'm taking her to see Il Divo tonight  #fb",Sun May 31 11:03:41 PDT 2009,enjoying the morning just hanging out with juliet in victoria she doesnt know it yet but im taking her to see il divo tonight,"['enjoying', 'morning', 'hanging', 'juliet', 'victoria', 'doesnt', 'know', 'yet', 'im', 'taking', 'see', 'il', 'divo', 'tonight']"
positive,Off to the Miss Bikini Philippines pageant. Thanks to @veggiecircle for the ticket! ,Sun May 03 04:06:50 PDT 2009,off to the miss bikini philippines pageant thanks to  for the ticket,"['miss', 'bikini', 'philippine', 'pageant', 'thanks', 'ticket']"
positive,i'm going global .. ,Sun Jun 07 05:56:58 PDT 2009,im going global,"['im', 'going', 'global']"
negative,They are gone .. ,Sat Jun 06 12:53:31 PDT 2009,they are gone,['gone']
positive,Friends with scott again ,Fri May 22 04:18:16 PDT 2009,friends with scott again,"['friend', 'scott']"
positive,I think that my lovely brother @ScottyHolloway should take me and his lovely sister @Ho11y to Old Town for some dinn dinn &amp; margaritas ,Fri May 29 14:22:19 PDT 2009,i think that my lovely brother  should take me and his lovely sister  to old town for some dinn dinn amp margaritas,"['think', 'lovely', 'brother', 'take', 'lovely', 'sister', 'old', 'town', 'dinn', 'dinn', 'amp', 'margarita']"
positive,Roast in the cooker and cakes in the oven soon.  Good morning!  Hope everyone is well today ,Thu Jun 04 08:50:08 PDT 2009,roast in the cooker and cakes in the oven soon  good morning  hope everyone is well today,"['roast', 'cooker', 'cake', 'oven', 'soon', 'good', 'morning', 'hope', 'everyone', 'well', 'today']"
negative,Wooo I picked my sister and I miss the empty house. ,Fri Jun 19 16:11:47 PDT 2009,wooo i picked my sister and i miss the empty house,"['wooo', 'picked', 'sister', 'miss', 'empty', 'house']"
negative,@aleahhh season is almost done with babe ,Sat Apr 18 15:45:29 PDT 2009,season is almost done with babe,"['season', 'almost', 'done', 'babe']"
negative,off to work    byeee xox,Sat Jun 06 22:33:37 PDT 2009,off to work    byeee xox,"['work', 'byeee', 'xox']"
negative,@alexandramusic Diversity won! damnn i wanted flawless to win ,Sat May 30 13:57:15 PDT 2009,diversity won damnn i wanted flawless to win,"['diversity', 'damnn', 'wanted', 'flawless', 'win']"
negative,printin stuff for my aunt. dont ask y its so late. i forgot 2 do it earlier. ,Fri Jun 19 23:23:39 PDT 2009,printin stuff for my aunt dont ask y its so late i forgot 2 do it earlier,"['printin', 'stuff', 'aunt', 'dont', 'ask', 'late', 'forgot', '2', 'earlier']"
negative, can some one pleease tell me how to work out the total surface area of a square pyramid? ,Sun May 03 00:03:03 PDT 2009,can some one pleease tell me how to work out the total surface area of a square pyramid,"['one', 'pleease', 'tell', 'work', 'total', 'surface', 'area', 'square', 'pyramid']"
positive,@DENISE_RICHARDS love your hair  dont ever cut ur locks ,Mon Jun 15 20:51:04 PDT 2009,love your hair  dont ever cut ur locks,"['love', 'hair', 'dont', 'ever', 'cut', 'ur', 'lock']"
positive,@okse *Phew* Hate to think you and Colin had fallen out! Glad he's smiling for you. Hip Hip Hip Hooray!! ,Sat May 30 02:57:26 PDT 2009,phew hate to think you and colin had fallen out glad hes smiling for you hip hip hip hooray,"['phew', 'hate', 'think', 'colin', 'fallen', 'glad', 'he', 'smiling', 'hip', 'hip', 'hip', 'hooray']"
positive,@Dee_Dee_3 high low ,Mon Jun 01 08:32:57 PDT 2009,high low,"['high', 'low']"
positive,"And the motivation came!  yay! Not finished yet, but well on my way!  Gonna go finish it. xx",Mon Jun 15 13:17:33 PDT 2009,and the motivation came  yay not finished yet but well on my way  gonna go finish it xx,"['motivation', 'came', 'yay', 'finished', 'yet', 'well', 'way', 'gon', 'na', 'go', 'finish', 'xx']"
negative,Still cant get Jonas Bros tickets..dreading facing my niece later on ( I can see the tantrum now). Hope they put on another gig in Dublin ,Fri May 22 05:26:16 PDT 2009,still cant get jonas bros ticketsdreading facing my niece later on  i can see the tantrum now hope they put on another gig in dublin,"['still', 'cant', 'get', 'jonas', 'bros', 'ticketsdreading', 'facing', 'niece', 'later', 'see', 'tantrum', 'hope', 'put', 'another', 'gig', 'dublin']"
negative,"I though the clothes of AW0910 Collection from +9 designers will be there, together with the visual arts, but it is not ",Fri May 29 10:00:12 PDT 2009,i though the clothes of aw0910 collection from 9 designers will be there together with the visual arts but it is not,"['though', 'clothes', 'aw0910', 'collection', '9', 'designer', 'together', 'visual', 'art']"
positive,On schedule now to soft launch tomorrow evening - already have first customer - lost cat ,Sun Jun 07 18:00:54 PDT 2009,on schedule now to soft launch tomorrow evening  already have first customer  lost cat,"['schedule', 'soft', 'launch', 'tomorrow', 'evening', 'already', 'first', 'customer', 'lost', 'cat']"
positive,&quot;Thank You [Lord] for reminding me to see myself the way You see me!&quot; ,Tue Jun 02 04:37:35 PDT 2009,quotthank you lord for reminding me to see myself the way you see mequot,"['quotthank', 'lord', 'reminding', 'see', 'way', 'see', 'mequot']"
positive,@CharlieeSimpson I Was Looking at an Old Poster From Busted The Other Day  You Had Really Short Hair And Everythng   Young Ta Old ,Sun Jun 07 07:50:01 PDT 2009,i was looking at an old poster from busted the other day  you had really short hair and everythng   young ta old,"['looking', 'old', 'poster', 'busted', 'day', 'really', 'short', 'hair', 'everythng', 'young', 'ta', 'old']"
negative,"Ugh, so bored today! ",Sat Jun 20 09:23:40 PDT 2009,ugh so bored today,"['ugh', 'bored', 'today']"
positive,home from a long day of work. i wore heels from 11am to 7pm. i must be crazy!! came right home to soak the feets. lol who wana rub em? ,Sat Jun 06 19:54:45 PDT 2009,home from a long day of work i wore heels from 11am to 7pm i must be crazy came right home to soak the feets lol who wana rub em,"['home', 'long', 'day', 'work', 'wore', 'heel', '11am', '7pm', 'must', 'crazy', 'came', 'right', 'home', 'soak', 'feets', 'lol', 'wana', 'rub', 'em']"
negative,Still at work  This entire week has felt like an extremely long and awful Monday!,Sat Jun 20 07:06:51 PDT 2009,still at work  this entire week has felt like an extremely long and awful monday,"['still', 'work', 'entire', 'week', 'felt', 'like', 'extremely', 'long', 'awful', 'monday']"
negative,Upgraded iPhone to 3.0 but seem to have weaker link to tamu wireless ,Thu Jun 18 06:42:26 PDT 2009,upgraded iphone to 30 but seem to have weaker link to tamu wireless,"['upgraded', 'iphone', '30', 'seem', 'weaker', 'link', 'tamu', 'wireless']"
negative,morning twitterland...off to work i go ,Tue Jun 02 03:01:26 PDT 2009,morning twitterlandoff to work i go,"['morning', 'twitterlandoff', 'work', 'go']"
negative,@Debbiebarnhill I'm such a plantaholic.... I spent several thousand $s the last few years planting at my brothers lake cabin - he sold it ,Sat May 30 10:54:29 PDT 2009,im such a plantaholic i spent several thousand s the last few years planting at my brothers lake cabin  he sold it,"['im', 'plantaholic', 'spent', 'several', 'thousand', 'last', 'year', 'planting', 'brother', 'lake', 'cabin', 'sold']"
positive,Trying to learn some &quot;PHOTOGRAPHY&quot; ,Thu May 14 02:27:16 PDT 2009,trying to learn some quotphotographyquot,"['trying', 'learn', 'quotphotographyquot']"
positive,@KrisAllenmusic I'll be sure to vote for you in that competition.  A star with your name on it would go well with your Idol Trophy!,Fri May 29 19:55:25 PDT 2009,ill be sure to vote for you in that competition  a star with your name on it would go well with your idol trophy,"['ill', 'sure', 'vote', 'competition', 'star', 'name', 'would', 'go', 'well', 'idol', 'trophy']"
